"Port","Commodity","Region","Mode","State","trade_type","Tons_2019","Value_2019","Tons_2021","Value_2021","Tons_2022","Value_2022"
"Mobile","49 Printed Books, Newspapers Etc; Manuscripts Etc","Asia",3,"AL","Import",0.139538029100529,6.045228,0.375102072310406,13.497635,0,34.312447
"Mobile","49 Printed Books, Newspapers Etc; Manuscripts Etc","Europe",3,"AL","Import",0.00562973985890653,0.323669,7.84832451499118e-05,0.006089,0,0.011869
"Mobile","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",3,"AL","Export",0.000786265432098765,0.041074,1.65343915343915e-06,0.002808,2.20458553791887e-07,0.002776
"Mobile","51 Wool & Animal Hair, Including Yarn & Woven Fabric","South/Central America",3,"AL","Export",0.000182208994708995,0.016989,6.4484126984127e-05,0.009595,NA,NA
"Mobile","52 Cotton, Including Yarn And Woven Fabric Thereof","Asia",3,"AL","Export",0.510886133156967,7.470207,0.608296626984127,10.12949,0.319313492063492,9.779762
"Mobile","52 Cotton, Including Yarn And Woven Fabric Thereof","Asia",3,"AL","Import",0.00301543209876543,0.304963,0.00227513227513228,0.097243,0,0.001751
"Mobile","52 Cotton, Including Yarn And Woven Fabric Thereof","Europe",3,"AL","Export",0.0997418430335097,1.354037,0.0803581349206349,1.47883,0.503600418871252,12.100511
"Mobile","52 Cotton, Including Yarn And Woven Fabric Thereof","South/Central America",3,"AL","Export",0.00105202821869489,0.021555,0.0582741402116402,1.245892,0.163376212522046,4.10274
"Mobile","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Asia",3,"AL","Import",0.0019484126984127,0.075041,0.00283884479717813,0.11467,0,0.118313
"Mobile","54 Manmade Filaments, Including Yarns & Woven Fabrics","Asia",3,"AL","Import",0.0877461419753086,2.274844,0.0722074514991182,2.728693,0,3.27387
"Mobile","54 Manmade Filaments, Including Yarns & Woven Fabrics","Europe",3,"AL","Export",0.0164422398589065,0.913895,0.0157800925925926,1.033133,0.00214219576719577,0.355862
"Mobile","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Africa",3,"AL","Export",0,0.165573,0,0.902555,0,1.679874
"Mobile","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Asia",3,"AL","Export",0.0358192239858907,45.856491,0.0500693342151676,29.792836,0.071335758377425,28.161579
"Mobile","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Asia",3,"AL","Import",3.69062973985891,28.442445,3.99235559964727,28.460637,0,22.448003
"Mobile","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Europe",3,"AL","Export",0.011477733686067,7.970902,0.00861662257495591,20.935392,0.0496410934744268,27.050729
"Mobile","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","South/Central America",3,"AL","Export",0.00240432098765432,2.546716,0.00465277777777778,3.150733,0.00176168430335097,2.182592
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Africa",3,"AL","Export",5.32407407407407e-05,0.088591,NA,NA,NA,NA
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Africa",3,"AL","Import",6.61375661375661e-05,0.024177,NA,NA,NA,NA
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Asia",3,"AL","Export",0.00579651675485009,0.55004,0.00478472222222222,0.695329,0.00322982804232804,0.583398
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Asia",3,"AL","Import",0.211472552910053,6.961348,0.36951741622575,11.283686,0,11.923368
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",3,"AL","Export",0.00508509700176367,0.57758,0.00571252204585538,0.382385,0.000744488536155203,0.057329
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",3,"AL","Import",0.00923324514991182,1.35532,0.00209182098765432,0.49411,0,0.133416
"Mobile","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","South/Central America",3,"AL","Export",0.000826168430335097,0.11236,0.00118529541446208,0.051604,0.0209931657848325,0.646061
"Mobile","57 Carpets And Other Textile Floor Coverings","Asia",3,"AL","Export",0.0224387125220459,0.767353,NA,NA,NA,NA
"Mobile","57 Carpets And Other Textile Floor Coverings","Asia",3,"AL","Import",0.0652515432098765,2.242062,0.165791666666667,4.690156,0,5.730421
"Mobile","57 Carpets And Other Textile Floor Coverings","Europe",3,"AL","Export",0.00125848765432099,0.087578,NA,NA,NA,NA
"Mobile","57 Carpets And Other Textile Floor Coverings","Europe",3,"AL","Import",0.00336750440917108,0.258346,0.00684997795414462,0.628099,0,0.117579
"Mobile","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Asia",3,"AL","Import",0.0216613756613757,1.843953,0.0741202601410935,4.024358,0,8.157377
"Mobile","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Europe",3,"AL","Export",1.27865961199295e-05,0.009137,NA,NA,NA,NA
"Mobile","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Asia",3,"AL","Export",0.0170265652557319,0.094808,0.000158619929453263,0.014028,0.000232804232804233,0.003539
"Mobile","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Asia",3,"AL","Import",0.0521915784832451,1.616099,0.108595899470899,3.409393,0,3.510134
"Mobile","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",3,"AL","Import",0.00172982804232804,0.3,0.000429012345679012,0.135037,0,0.001566
"Mobile","59 Impregnated Etc Text Fabrics; Tex Art For Industry","South/Central America",3,"AL","Export",0.000172949735449735,0.164224,8.54276895943563e-05,0.014372,0.00308311287477954,0.344716
"Mobile","60 Knitted Or Crocheted Fabrics","Asia",3,"AL","Import",0.0203330026455026,0.803357,0.0522404100529101,2.135457,0,67.628842
"Mobile","61 Apparel Articles And Accessories, Knit Or Crochet","Asia",3,"AL","Import",0.453148589065256,54.769084,0.439904431216931,49.66848,0,77.02561
"Mobile","61 Apparel Articles And Accessories, Knit Or Crochet","Europe",3,"AL","Import",2.06128747795414e-05,0.016216,0.000218143738977072,0.0185,NA,NA
"Mobile","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",3,"AL","Export",0.000198412698412698,0.022107,NA,NA,0.155368716931217,15.114193
"Mobile","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",3,"AL","Import",0.0330827821869489,4.10509,NA,NA,0,393.356043
"Mobile","62 Apparel Articles And Accessories, Not Knit Etc.","Africa",3,"AL","Import",0.00112345679012346,0.182446,0.00593276014109347,1.018318,0,0.252488
"Mobile","62 Apparel Articles And Accessories, Not Knit Etc.","Asia",3,"AL","Import",0.281769731040564,36.953141,0.330775793650794,36.735684,0,59.365688
"Mobile","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",3,"AL","Import",0.000131834215167548,0.104473,NA,NA,0,0.003948
"Mobile","62 Apparel Articles And Accessories, Not Knit Etc.","South/Central America",3,"AL","Import",0.00139274691358025,0.126531,NA,NA,0,3.52079
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Africa",3,"AL","Export",0.0011549823633157,0.03264,0.000826719576719577,0.0125,NA,NA
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Asia",3,"AL","Export",0.0103799603174603,0.309136,0.00208862433862434,0.074976,0.0573741181657848,0.699303
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Asia",3,"AL","Import",3.6770539021164,174.901557,5.53973511904762,259.865479,0,225.884898
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Europe",3,"AL","Export",0.0199309964726631,0.914461,0.0187757936507937,0.699376,0.016702380952381,0.538239
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","Europe",3,"AL","Import",0.0146180555555556,0.459223,0.011174823633157,0.131895,0,0.061037
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","North America",3,"AL","Import",1.54320987654321e-06,3e-04,NA,NA,0,0.045695
"Mobile","63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art","South/Central America",3,"AL","Export",0.00581922398589065,0.166155,0.0264064153439153,0.250594,0.545230268959436,7.083631
"Mobile","64 Footwear, Gaiters Etc. And Parts Thereof","Asia",3,"AL","Import",0.82512037037037,54.402803,0.99713315696649,56.257785,0,144.866773
"Mobile","64 Footwear, Gaiters Etc. And Parts Thereof","Europe",3,"AL","Import",3.68165784832451e-05,0.028566,3.52733686067019e-06,0.002476,NA,NA
"Mobile","64 Footwear, Gaiters Etc. And Parts Thereof","South/Central America",3,"AL","Export",0.00125,0.018287,0.000900022045855379,0.006977,0.0166124338624339,0.413954
"Mobile","65 Headgear And Parts Thereof","Asia",3,"AL","Import",0.0407646604938272,7.727728,0.0601491402116402,9.655441,0,12.395702
"Mobile","65 Headgear And Parts Thereof","Europe",3,"AL","Import",4.18871252204586e-06,0.00316,NA,NA,0,0.000271
"Mobile","65 Headgear And Parts Thereof","North America",3,"AL","Import",5.51146384479718e-07,0.00285,NA,NA,NA,NA
"Mobile","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","Asia",3,"AL","Import",0.108079475308642,2.658855,0.155821649029982,3.60322,0,9.051083
"Mobile","66 Umbrellas, Walking-sticks, Riding-crops Etc, Parts","Europe",3,"AL","Import",0.000235449735449735,0.027216,0.000505291005291005,0.064284,NA,NA
"Mobile","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Asia",3,"AL","Export",0.000132936507936508,0.031569,0.000603505291005291,0.15664,0.000133597883597884,0.041466
"Mobile","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Asia",3,"AL","Import",0.296711529982363,15.910029,0.454269731040564,21.255099,0,27.255032
"Mobile","67 Prep Feathers, Down Etc; Artif Flowers; H Hair Art","Europe",3,"AL","Export",0.000432539682539683,0.070629,NA,NA,NA,NA
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Asia",3,"AL","Export",0.00549669312169312,0.099396,0.0149527116402116,0.121851,0.0135164241622575,0.15418
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Asia",3,"AL","Import",0.950271935626102,9.303014,1.2638602292769,12.009127,0,11.648343
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Europe",3,"AL","Export",0.0139599867724868,0.353124,0.0314588844797178,1.031539,NA,NA
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Europe",3,"AL","Import",0.323345899470899,5.359155,0.419030313051146,7.569183,0,5.631546
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","Europe",4,"AL","Export",0.0139599867724868,0.353124,NA,NA,NA,NA
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","South/Central America",3,"AL","Export",0.00140839947089947,0.035237,0.115387235449735,1.420979,0.101866402116402,0.654673
"Mobile","68 Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.","South/Central America",3,"AL","Import",1.33921307319224,14.595712,1.29717305996473,10.827652,0,16.670163
"Mobile","69 Ceramic Products","Asia",3,"AL","Export",0.00115233686067019,0.017992,0.00111320546737213,0.085014,0.0415563271604938,0.255975
"Mobile","69 Ceramic Products","Asia",3,"AL","Import",0.712946979717813,10.336064,1.18495216049383,18.451445,0,22.755459
"Mobile","69 Ceramic Products","Europe",3,"AL","Import",0.375857694003527,4.474708,0.344130291005291,3.434486,0,3.73353
"Mobile","69 Ceramic Products","South/Central America",3,"AL","Export",0.000115740740740741,0.005533,3.09744268077601e-05,0.002602,0.00399250440917108,0.024558
"Mobile","69 Ceramic Products","South/Central America",3,"AL","Import",0.101971560846561,0.702397,0.119031635802469,0.726544,0,1.26597
"Mobile","70 Glass And Glassware","Asia",3,"AL","Export",0.017027557319224,0.585753,0.000641865079365079,0.047271,0.00452755731922399,3.799309
"Mobile","70 Glass And Glassware","Asia",3,"AL","Import",1.72323126102293,23.223208,1.46195149911817,20.453719,0,39.306529
"Mobile","70 Glass And Glassware","Australia and Oceania",3,"AL","Import",0.00034865520282187,0.0081,NA,NA,NA,NA
"Mobile","70 Glass And Glassware","Europe",3,"AL","Export",0.00204199735449735,0.08548,0.000457010582010582,0.026733,NA,NA
"Mobile","70 Glass And Glassware","Europe",3,"AL","Import",0.0157688492063492,0.338339,0.0273703703703704,0.915611,0,0.789567
"Mobile","70 Glass And Glassware","South/Central America",3,"AL","Export",0.00111287477954145,0.048119,4.70679012345679e-05,0.013257,0.000710427689594356,0.028307
"Mobile","71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","Asia",3,"AL","Import",0.133147156084656,4.093472,0.0226866181657848,1.157702,0,5.805106
"Mobile","71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","North America",3,"AL","Export",3.30687830687831e-07,0.10753,NA,NA,NA,NA
"Mobile","72 Iron And Steel","Africa",3,"AL","Export",0.0695411155202822,2.189869,0.00668342151675485,0.07087,0.00573941798941799,0.106063
"Mobile","72 Iron And Steel","Africa",3,"AL","Import",0.568045634920635,4.277795,7.30808531746032,28.806581,0,39.072322
"Mobile","72 Iron And Steel","Asia",3,"AL","Export",3.55265751763668,38.187374,4.21118000440917,21.289215,2.05514858906526,24.427784
"Mobile","72 Iron And Steel","Asia",3,"AL","Import",22.7588227513228,231.643808,21.3389823633157,210.808471,0,360.151644
"Mobile","72 Iron And Steel","Australia and Oceania",3,"AL","Export",0.0258472222222222,0.605889,0.205225418871252,2.219781,1.20199481922399,25.3518
"Mobile","72 Iron And Steel","Australia and Oceania",3,"AL","Import",0.00863888888888889,0.078386,NA,NA,0,2.276705
"Mobile","72 Iron And Steel","Europe",3,"AL","Export",0.0794337522045855,0.848687,3.81861100088183,3.855273,6.74472552910053,13.219419
"Mobile","72 Iron And Steel","Europe",3,"AL","Import",124.827141865079,463.56257,130.845106481481,818.071527,0,470.286278
"Mobile","72 Iron And Steel","Europe",4,"AL","Export",0.0794337522045855,0.848687,NA,NA,6.74472552910053,13.219419
"Mobile","72 Iron And Steel","North America",3,"AL","Export",39.8276881613757,363.219458,42.692082782187,392.739254,32.4097986111111,309.670674
"Mobile","72 Iron And Steel","North America",3,"AL","Import",123.461638227513,600.175475,183.253825176367,1270.002129,0,1306.401713
"Mobile","72 Iron And Steel","South/Central America",3,"AL","Export",7.7689212962963,77.931883,6.21321175044092,74.168062,5.83299955908289,83.547863
"Mobile","72 Iron And Steel","South/Central America",3,"AL","Import",325.425886133157,1516.764033,219.492421186067,1545.196565,0,1598.911836
"Mobile","73 Articles Of Iron Or Steel","Africa",3,"AL","Export",0.014361221340388,1.367165,0.0219044312169312,1.778837,0.00174900793650794,0.11297
"Mobile","73 Articles Of Iron Or Steel","Asia",3,"AL","Export",0.0989931657848324,2.749085,0.246831459435626,2.613317,0.450083664021164,6.9464
"Mobile","73 Articles Of Iron Or Steel","Asia",3,"AL","Import",10.6784511684303,226.894884,13.249273478836,303.337573,12.3573458994709,325.330164
"Mobile","73 Articles Of Iron Or Steel","Asia",4,"AL","Export",0.0989931657848324,2.749085,0.246831459435626,2.613317,0.450083664021164,6.9464
"Mobile","73 Articles Of Iron Or Steel","Europe",3,"AL","Export",0.0748882275132275,13.202555,0.387021494708995,16.276144,0.112324404761905,16.661387
"Mobile","73 Articles Of Iron Or Steel","Europe",3,"AL","Import",2.65693198853616,51.231077,4.54633917548501,95.678008,1.70285670194004,56.710942
"Mobile","73 Articles Of Iron Or Steel","Europe",4,"AL","Export",0.0748882275132275,13.202555,0.387021494708995,16.276144,0.112324404761905,16.661387
"Mobile","73 Articles Of Iron Or Steel","Europe",4,"AL","Import",2.65693198853616,51.231077,NA,NA,1.70285670194004,56.710942
"Mobile","73 Articles Of Iron Or Steel","North America",3,"AL","Import",0.0308013668430335,2.806079,0.11310901675485,1.221822,0,0.135616
"Mobile","73 Articles Of Iron Or Steel","South/Central America",3,"AL","Export",0.23086541005291,7.319059,0.29435262345679,10.842114,0.325107363315697,14.909537
"Mobile","73 Articles Of Iron Or Steel","South/Central America",3,"AL","Import",0.00425077160493827,0.03979,0.0199699074074074,0.656677,0,0.424829
"Mobile","73 Articles Of Iron Or Steel","South/Central America",4,"AL","Export",0.23086541005291,7.319059,NA,NA,NA,NA
"Mobile","74 Copper And Articles Thereof","Asia",3,"AL","Export",0.693498126102293,10.911005,0.952921406525573,48.260487,1.37045932539683,80.507943
"Mobile","74 Copper And Articles Thereof","Asia",3,"AL","Import",0.272651565255732,17.942144,0.192723655202822,16.809299,0,32.489203
"Mobile","74 Copper And Articles Thereof","Europe",3,"AL","Export",0.336178020282187,13.563424,1.34943617724868,87.319501,1.18176399911817,85.898093
"Mobile","74 Copper And Articles Thereof","Europe",3,"AL","Import",0.0345904982363316,2.589019,0.0432598104056437,3.925566,0,2.827731
"Mobile","74 Copper And Articles Thereof","South/Central America",3,"AL","Export",0.0298895502645503,2.082408,0.126963293650794,8.85616,0.00213282627865961,0.262814
"Mobile","75 Nickel And Articles Thereof","Europe",3,"AL","Export",0.0232301587301587,0.627062,0.000330136684303351,0.05,NA,NA
"Mobile","75 Nickel And Articles Thereof","Europe",3,"AL","Import",0.00159457671957672,0.362272,0.000693121693121693,0.117093,0,0.020123
"Mobile","75 Nickel And Articles Thereof","North America",3,"AL","Import",0.791864307760141,12.074975,0.042266975308642,0.440688,0,2.465027
"Mobile","76 Aluminum And Articles Thereof","Africa",3,"AL","Import",0.00197883597883598,0.051601,NA,NA,0,0.642003
"Mobile","76 Aluminum And Articles Thereof","Asia",3,"AL","Export",0.574436507936508,6.061563,1.29055798059965,19.165879,0.601411265432099,8.606409
"Mobile","76 Aluminum And Articles Thereof","Asia",3,"AL","Import",0.44899537037037,18.72778,0.750730048500882,32.340139,0,45.39723
"Mobile","76 Aluminum And Articles Thereof","Europe",3,"AL","Export",0.0818912037037037,2.403804,0.0443452380952381,0.894383,0.0211311728395062,0.737932
"Mobile","76 Aluminum And Articles Thereof","Europe",3,"AL","Import",0.229807760141093,5.499209,0.648136794532628,24.991635,0.55811860670194,22.356197
"Mobile","76 Aluminum And Articles Thereof","South/Central America",3,"AL","Export",0.00564175485008818,0.184304,0.00600749559082892,0.409202,0.000812720458553792,0.112372
"Mobile","76 Aluminum And Articles Thereof","South/Central America",3,"AL","Import",5.55210989858907,108.310396,2.66857418430335,63.74631,0,139.982716
"Mobile","78 Lead And Articles Thereof","Asia",3,"AL","Export",0.00968849206349206,0.128,0.00500374779541446,0.069221,0.00658531746031746,0.25082
"Mobile","78 Lead And Articles Thereof","South/Central America",3,"AL","Export",0.00386717372134039,0.053359,0.00508344356261023,0.069233,0.00227656525573192,0.038795
"Mobile","78 Lead And Articles Thereof","South/Central America",3,"AL","Import",0.00890950176366843,0.104998,NA,NA,NA,NA
"Mobile","79 Zinc And Articles Thereof","Asia",3,"AL","Export",0.000767526455026455,0.010607,0.00262709435626102,0.026476,0.170172508818342,1.977861
"Mobile","79 Zinc And Articles Thereof","Asia",3,"AL","Import",0.00331283068783069,0.22776,0.00281823192239859,0.242809,0,0.379438
"Mobile","79 Zinc And Articles Thereof","Europe",3,"AL","Export",0.00252491181657848,0.042835,NA,NA,NA,NA
"Mobile","79 Zinc And Articles Thereof","South/Central America",3,"AL","Import",0.651703042328042,15.462807,NA,NA,NA,NA
"Mobile","80 Tin And Articles Thereof","Asia",3,"AL","Import",0.0617901234567901,11.193019,NA,NA,0,0.703457
"Mobile","81 Base Metals Nesoi; Cermets; Articles Thereof","Asia",3,"AL","Import",0.0455935846560847,0.761845,0.0301496913580247,0.968035,0,0.723709
"Mobile","81 Base Metals Nesoi; Cermets; Articles Thereof","Europe",3,"AL","Export",3.63756613756614e-06,0.013432,NA,NA,0.00435196208112875,2.105294
"Mobile","81 Base Metals Nesoi; Cermets; Articles Thereof","Europe",3,"AL","Import",0.0280212742504409,0.703376,0.0487642195767196,2.73887,0,2.008333
"Mobile","81 Base Metals Nesoi; Cermets; Articles Thereof","South/Central America",3,"AL","Export",2.02821869488536e-05,0.01072,NA,NA,0.00187852733686067,0.087169
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Africa",3,"AL","Export",1.77469135802469e-05,0.043,NA,NA,NA,NA
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Asia",3,"AL","Export",6.17283950617284e-06,0.030816,NA,NA,0.00119510582010582,0.453044
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Asia",3,"AL","Import",1.03490079365079,52.398122,1.60754188712522,78.766196,0,53.561666
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Europe",3,"AL","Export",2.38095238095238e-05,0.036965,0.00177480158730159,0.870797,0.000286926807760141,0.067563
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Europe",3,"AL","Import",0.00157429453262787,0.110341,0.00225562169312169,0.054695,0,0.650635
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Europe",4,"AL","Export",2.38095238095238e-05,0.036965,0.00177480158730159,0.870797,NA,NA
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","Europe",4,"AL","Import",0.00157429453262787,0.110341,NA,NA,0.0118452380952381,0
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","South/Central America",3,"AL","Export",0.00138657407407407,0.592552,0.000868276014109347,0.492707,0.00109689153439153,0.544515
"Mobile","82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof","South/Central America",4,"AL","Export",0.00138657407407407,0.592552,NA,NA,NA,NA
"Mobile","83 Miscellaneous Articles Of Base Metal","Africa",3,"AL","Import",0.000319113756613757,0.0114,NA,NA,NA,NA
"Mobile","83 Miscellaneous Articles Of Base Metal","Asia",3,"AL","Export",0.0017228835978836,0.054804,0.00466633597883598,0.360445,0.0178851410934744,0.70208
"Mobile","83 Miscellaneous Articles Of Base Metal","Asia",3,"AL","Import",2.85669543650794,95.214971,3.92266721781305,145.784592,0,171.288265
"Mobile","83 Miscellaneous Articles Of Base Metal","Asia",4,"AL","Import",2.85669543650794,95.214971,NA,NA,3.91382660934744,0
"Mobile","83 Miscellaneous Articles Of Base Metal","Australia and Oceania",4,"AL","Import",4.40917107583774e-05,0.021757,NA,NA,NA,NA
"Mobile","83 Miscellaneous Articles Of Base Metal","Europe",3,"AL","Export",8.81834215167549e-07,0.008868,0.000200947971781305,0.024761,NA,NA
"Mobile","83 Miscellaneous Articles Of Base Metal","Europe",3,"AL","Import",0.128044863315697,7.327051,0.11334799382716,4.19608,0,3.99347
"Mobile","83 Miscellaneous Articles Of Base Metal","Europe",4,"AL","Import",0.128044863315697,7.327051,NA,NA,0.0952806437389771,0
"Mobile","83 Miscellaneous Articles Of Base Metal","South/Central America",3,"AL","Export",0.00511033950617284,0.215492,0.00399922839506173,1.147691,0.00123070987654321,0.100575
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Africa",3,"AL","Export",0.0791930114638448,14.510608,0.0139297839506173,2.08825,0.00595304232804233,2.204899
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Africa",3,"AL","Import",0.00213844797178131,0.086596,0.00302028218694885,0.25828,0,1.630573
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Asia",3,"AL","Export",0.359929122574956,55.551937,0.120113095238095,11.02064,0.344305776014109,39.309053
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Asia",3,"AL","Import",28.5409134700176,1344.823383,37.1280093694885,1859.700806,30.5072363315697,1778.733461
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Asia",4,"AL","Export",0.359929122574956,55.551937,0.120113095238095,11.02064,0.344305776014109,39.309053
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Asia",4,"AL","Import",28.5409134700176,1344.823383,37.1280093694885,1859.700806,30.5072363315697,1778.733461
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Australia and Oceania",3,"AL","Export",0.000909391534391534,0.242741,0.0261632495590829,4.125656,0.00907374338624339,1.363878
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Australia and Oceania",3,"AL","Import",0.0158202160493827,7.550754,0.0196275352733686,3.755269,0,0.688302
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Europe",3,"AL","Export",0.404694223985891,81.757797,0.193780313051146,23.154111,0.0950042989417989,25.768674
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Europe",3,"AL","Import",1.0160405643739,146.723298,0.8197180335097,166.296261,0.846114638447972,169.177712
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Europe",4,"AL","Export",0.404694223985891,81.757797,0.193780313051146,23.154111,0.0950042989417989,25.768674
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Europe",4,"AL","Import",1.0160405643739,146.723298,0.8197180335097,166.296261,0.846114638447972,169.177712
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","North America",3,"AL","Export",0.00485262345679012,0.300409,0.0085978835978836,0.8928,NA,NA
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","North America",3,"AL","Import",0.113852513227513,6.558255,0.00293617724867725,0.060906,0,0.066711
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","South/Central America",3,"AL","Export",0.240108796296296,28.576768,0.376959325396825,42.40889,0.376783840388007,52.026712
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","South/Central America",3,"AL","Import",0.157026785714286,5.631957,0.00941479276895944,0.519621,0,5.257281
"Mobile","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","South/Central America",4,"AL","Export",0.240108796296296,28.576768,0.376959325396825,42.40889,0.376783840388007,52.026712
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Africa",3,"AL","Export",0.00850958994708995,2.590011,0.00102799823633157,0.183021,NA,NA
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Africa",3,"AL","Import",0.0018640873015873,0.201291,0.000273148148148148,0.020492,5.75396825396825e-05,0.046318
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Asia",3,"AL","Export",0.0627670855379189,7.459981,0.00467779982363316,1.376284,0.0148498677248677,4.736139
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Asia",3,"AL","Import",10.45414329806,841.261597,13.7723668430335,1137.273638,17.1727108686067,1490.298869
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Asia",4,"AL","Import",10.45414329806,841.261597,13.7723668430335,1137.273638,17.1727108686067,1490.298869
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Australia and Oceania",3,"AL","Export",0.00206360229276896,0.185666,0.00104243827160494,0.147541,0.000861441798941799,1.386614
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Australia and Oceania",4,"AL","Import",5.88624338624339e-05,0.066248,NA,NA,NA,NA
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Europe",3,"AL","Export",0.225263668430335,39.701948,0.0557477954144621,6.140575,0.0209380511463845,7.678857
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Europe",3,"AL","Import",0.266322861552028,61.458177,0.343311507936508,48.069152,0.477137896825397,60.64927
"Mobile","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Europe",4,"AL","Export",0.225263668430335,39.701948,0.0557477954144621,6.140575,0.0209380511463845,7.678857
