"Port","Commodity","Region","Year","Mode","State","trade_type","Tons_2022","Value_2022"
"Memphis","83 Miscellaneous Articles Of Base Metal","Asia",2022,4,"TN","Export",0.000173721340388007,0.293474
"Memphis","83 Miscellaneous Articles Of Base Metal","Australia and Oceania",2022,4,"TN","Export",2.97619047619048e-06,0.004142
"Memphis","83 Miscellaneous Articles Of Base Metal","Europe",2022,4,"TN","Export",0.000750220458553792,1.22403
"Memphis","83 Miscellaneous Articles Of Base Metal","North America",2022,4,"TN","Export",0.00788657407407407,2.176775
"Memphis","83 Miscellaneous Articles Of Base Metal","South/Central America",2022,4,"TN","Export",1.11331569664903e-05,0.016831
"Memphis","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Africa",2022,4,"TN","Export",4.92724867724868e-05,0.189218
"Memphis","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Asia",2022,4,"TN","Export",0.00868077601410935,23.33521
"Memphis","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Australia and Oceania",2022,4,"TN","Export",0.00221318342151675,3.207609
"Memphis","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","Europe",2022,4,"TN","Export",0.00605577601410935,20.068251
"Memphis","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","North America",2022,4,"TN","Export",0.0799429012345679,80.332508
"Memphis","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","South/Central America",2022,4,"TN","Export",0.00634126984126984,4.000988
"Memphis","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Africa",2022,4,"TN","Export",0.00201995149911817,0.607511
"Memphis","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Asia",2022,4,"TN","Export",0.0185975529100529,85.201676
"Memphis","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Australia and Oceania",2022,4,"TN","Export",0.00100198412698413,4.55862
"Memphis","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","Europe",2022,4,"TN","Export",0.0140178571428571,82.222101
"Memphis","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","North America",2022,4,"TN","Export",0.0281095679012346,41.689635
"Memphis","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","South/Central America",2022,4,"TN","Export",0.00675319664902998,4.258574
"Memphis","86 Railway Or Tramway Stock Etc; Traffic Signal Equip","Australia and Oceania",2022,4,"TN","Export",3.41710758377425e-06,0.010304
"Memphis","86 Railway Or Tramway Stock Etc; Traffic Signal Equip","Europe",2022,4,"TN","Export",6.61375661375661e-07,0.020042
"Memphis","86 Railway Or Tramway Stock Etc; Traffic Signal Equip","North America",2022,4,"TN","Export",0.000268959435626102,0.04018
"Memphis","87 Vehicles, Except Railway Or Tramway, And Parts Etc","Asia",2022,4,"TN","Export",0.00035218253968254,0.165086
"Memphis","87 Vehicles, Except Railway Or Tramway, And Parts Etc","Australia and Oceania",2022,4,"TN","Export",2.63447971781305e-05,0.003362
"Memphis","87 Vehicles, Except Railway Or Tramway, And Parts Etc","Europe",2022,4,"TN","Export",0.022970348324515,3.510985
"Memphis","87 Vehicles, Except Railway Or Tramway, And Parts Etc","North America",2022,4,"TN","Export",0.00397508818342152,0.617755
"Memphis","87 Vehicles, Except Railway Or Tramway, And Parts Etc","South/Central America",2022,4,"TN","Export",0.000434413580246914,0.038872
"Memphis","88 Aircraft, Spacecraft, And Parts Thereof","Africa",2022,4,"TN","Export",7.70502645502646e-05,1.550012
"Memphis","88 Aircraft, Spacecraft, And Parts Thereof","Asia",2022,4,"TN","Export",0.000537147266313933,8.605203
"Memphis","88 Aircraft, Spacecraft, And Parts Thereof","Australia and Oceania",2022,4,"TN","Export",0.000106040564373898,2.017865
"Memphis","88 Aircraft, Spacecraft, And Parts Thereof","Europe",2022,4,"TN","Export",0.00109347442680776,19.893505
"Memphis","88 Aircraft, Spacecraft, And Parts Thereof","North America",2022,4,"TN","Export",0.0362345679012346,740.98472
"Memphis","88 Aircraft, Spacecraft, And Parts Thereof","South/Central America",2022,4,"TN","Export",0.000122574955908289,2.863592
"Memphis","89 Ships, Boats And Floating Structures","Africa",2022,4,"TN","Export",3.74779541446208e-06,0.006273
"Memphis","89 Ships, Boats And Floating Structures","Asia",2022,4,"TN","Export",6.72398589065256e-06,0.040032
"Memphis","89 Ships, Boats And Floating Structures","Europe",2022,4,"TN","Export",0.000233355379188713,1.622386
"Memphis","89 Ships, Boats And Floating Structures","North America",2022,4,"TN","Export",2.20458553791887e-07,0.003855
"Memphis","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","Africa",2022,4,"TN","Export",4.66269841269841e-05,0.181994
"Memphis","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","Asia",2022,4,"TN","Export",0.0162602513227513,33.84025
"Memphis","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","Australia and Oceania",2022,4,"TN","Export",0.000450947971781305,1.109108
"Memphis","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","Europe",2022,4,"TN","Export",0.0184171075837742,127.286899
"Memphis","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","North America",2022,4,"TN","Export",0.00659744268077601,11.428379
"Memphis","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","South/Central America",2022,4,"TN","Export",0.0030843253968254,5.098504
"Memphis","91 Clocks And Watches And Parts Thereof","Asia",2022,4,"TN","Export",0.0014510582010582,3.419236
"Memphis","91 Clocks And Watches And Parts Thereof","Europe",2022,4,"TN","Export",0.000749338624338624,2.637774
"Memphis","91 Clocks And Watches And Parts Thereof","North America",2022,4,"TN","Export",0.000103725749559083,0.461249
"Memphis","91 Clocks And Watches And Parts Thereof","South/Central America",2022,4,"TN","Export",0.000390101410934744,2.088103
"Memphis","92 Musical Instruments; Parts And Accessories Thereof","Australia and Oceania",2022,4,"TN","Export",1.21252204585538e-06,0.0044
"Memphis","92 Musical Instruments; Parts And Accessories Thereof","Europe",2022,4,"TN","Export",6.94444444444444e-06,0.031468
"Memphis","93 Arms And Ammunition; Parts And Accessories Thereof","Asia",2022,4,"TN","Export",0.000263447971781305,0.039335
"Memphis","93 Arms And Ammunition; Parts And Accessories Thereof","Europe",2022,4,"TN","Export",0.000115299823633157,0.179481
"Memphis","94 Furnit;bedding,mattres;luminaires,light Fix;prefab","Asia",2022,4,"TN","Export",0.000111111111111111,0.067642
"Memphis","94 Furnit;bedding,mattres;luminaires,light Fix;prefab","Europe",2022,4,"TN","Export",0.000154982363315697,0.075918
"Memphis","94 Furnit;bedding,mattres;luminaires,light Fix;prefab","North America",2022,4,"TN","Export",0.000299272486772487,0.201173
"Memphis","94 Furnit;bedding,mattres;luminaires,light Fix;prefab","South/Central America",2022,4,"TN","Export",1.06922398589065e-05,0.024455
"Memphis","95 Toys, Games & Sport Equipment; Parts & Accessories","Asia",2022,4,"TN","Export",0.0052827380952381,4.136876
"Memphis","95 Toys, Games & Sport Equipment; Parts & Accessories","Australia and Oceania",2022,4,"TN","Export",0.000198853615520282,0.082483
"Memphis","95 Toys, Games & Sport Equipment; Parts & Accessories","Europe",2022,4,"TN","Export",0.000211750440917108,0.147343
"Memphis","95 Toys, Games & Sport Equipment; Parts & Accessories","North America",2022,4,"TN","Export",0.000270061728395062,0.151406
"Memphis","96 Miscellaneous Manufactured Articles","Asia",2022,4,"TN","Export",9.22619047619048e-05,0.036799
"Memphis","96 Miscellaneous Manufactured Articles","North America",2022,4,"TN","Export",5.21384479717813e-05,0.055469
"Memphis","96 Miscellaneous Manufactured Articles","South/Central America",2022,4,"TN","Export",0.000181437389770723,0.003292
"Memphis","97 Works Of Art, Collectors' Pieces And Antiques","Europe",2022,4,"TN","Export",7.16490299823633e-06,0.037662
"Memphis","97 Works Of Art, Collectors' Pieces And Antiques","North America",2022,4,"TN","Export",0.00013370811287478,0.390041
"Memphis","98 Special Classification Provisions, Nesoi","North America",2022,4,"TN","Export",0.000295304232804233,1.230255
"Miami International Airport","01 Live Animals","Asia",2022,4,"FL","Export",0.000942019400352734,9.052832
"Miami International Airport","01 Live Animals","Europe",2022,4,"FL","Export",0.00533454585537919,7.225038
"Miami International Airport","01 Live Animals","North America",2022,4,"FL","Export",0.0519583333333333,9.103254
"Miami International Airport","01 Live Animals","South/Central America",2022,4,"FL","Export",0.172916225749559,63.08499
"Miami International Airport","02 Meat And Edible Meat Offal","Africa",2022,4,"FL","Export",2.20458553791887e-06,0.00268
"Miami International Airport","02 Meat And Edible Meat Offal","Asia",2022,4,"FL","Export",0.099640873015873,11.476007
"Miami International Airport","02 Meat And Edible Meat Offal","Europe",2022,4,"FL","Export",0.00896582892416226,0.839387
"Miami International Airport","02 Meat And Edible Meat Offal","North America",2022,4,"FL","Export",7.96957671957672e-05,0.006528
"Miami International Airport","02 Meat And Edible Meat Offal","South/Central America",2022,4,"FL","Export",0.0342389770723104,2.373224
"Miami International Airport","03 Fish, Crustaceans & Aquatic Invertebrates","Africa",2022,4,"FL","Export",0.000933752204585538,0.073732
"Miami International Airport","03 Fish, Crustaceans & Aquatic Invertebrates","Asia",2022,4,"FL","Export",0.302347773368607,57.943469
"Miami International Airport","03 Fish, Crustaceans & Aquatic Invertebrates","Australia and Oceania",2022,4,"FL","Export",7.76014109347443e-05,0.0031
"Miami International Airport","03 Fish, Crustaceans & Aquatic Invertebrates","Europe",2022,4,"FL","Export",0.019039241622575,2.264062
"Miami International Airport","03 Fish, Crustaceans & Aquatic Invertebrates","North America",2022,4,"FL","Export",0.00286529982363316,0.261985
"Miami International Airport","03 Fish, Crustaceans & Aquatic Invertebrates","South/Central America",2022,4,"FL","Export",0.0513462301587302,2.692688
"Miami International Airport","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Africa",2022,4,"FL","Export",0.00853604497354497,0.762432
"Miami International Airport","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Asia",2022,4,"FL","Export",0.0241041666666667,1.607243
"Miami International Airport","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Australia and Oceania",2022,4,"FL","Export",0.00014539241622575,0.007258
"Miami International Airport","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Europe",2022,4,"FL","Export",0.000573192239858907,0.014814
"Miami International Airport","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","North America",2022,4,"FL","Export",0.00227259700176367,0.529405
"Miami International Airport","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","South/Central America",2022,4,"FL","Export",0.666631723985891,40.475318
"Miami International Airport","05 Products Of Animal Origin, Nesoi","Asia",2022,4,"FL","Export",0.00157462522045855,17.036974
"Miami International Airport","05 Products Of Animal Origin, Nesoi","Europe",2022,4,"FL","Export",0.000602513227513227,1.213879
"Miami International Airport","05 Products Of Animal Origin, Nesoi","North America",2022,4,"FL","Export",0.000476410934744268,3.707832
"Miami International Airport","05 Products Of Animal Origin, Nesoi","South/Central America",2022,4,"FL","Export",0.0201245590828924,35.453793
"Miami International Airport","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Africa",2022,4,"FL","Export",0.000166005291005291,0.013322
"Miami International Airport","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Asia",2022,4,"FL","Export",0.000976521164021164,0.058942
"Miami International Airport","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Australia and Oceania",2022,4,"FL","Export",1.43298059964727e-05,0.00281
"Miami International Airport","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Europe",2022,4,"FL","Export",0.00833983686067019,0.735199
"Miami International Airport","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","North America",2022,4,"FL","Export",0.00147111992945326,0.204834
"Miami International Airport","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","South/Central America",2022,4,"FL","Export",0.0230426587301587,2.239899
"Miami International Airport","07 Edible Vegetables & Certain Roots & Tubers","Africa",2022,4,"FL","Export",0.000840828924162258,0.013791
"Miami International Airport","07 Edible Vegetables & Certain Roots & Tubers","Asia",2022,4,"FL","Export",0.0047879188712522,0.090142
"Miami International Airport","07 Edible Vegetables & Certain Roots & Tubers","Europe",2022,4,"FL","Export",0.0290706569664903,0.878306
"Miami International Airport","07 Edible Vegetables & Certain Roots & Tubers","South/Central America",2022,4,"FL","Export",0.060450176366843,1.91303
"Miami International Airport","08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Asia",2022,4,"FL","Export",0.0101138668430335,0.576456
"Miami International Airport","08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","Europe",2022,4,"FL","Export",0.0406903659611993,0.704388
"Miami International Airport","08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","North America",2022,4,"FL","Export",0.000710758377425044,0.134121
"Miami International Airport","08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel","South/Central America",2022,4,"FL","Export",0.0243005952380952,0.729487
"Miami International Airport","09 Coffee, Tea, Mate & Spices","Africa",2022,4,"FL","Export",0.00066413139329806,0.058009
"Miami International Airport","09 Coffee, Tea, Mate & Spices","Asia",2022,4,"FL","Export",0.00779541446208113,0.467169
"Miami International Airport","09 Coffee, Tea, Mate & Spices","Europe",2022,4,"FL","Export",0.00325970017636684,0.158716
"Miami International Airport","09 Coffee, Tea, Mate & Spices","North America",2022,4,"FL","Export",0.0117404100529101,0.759179
"Miami International Airport","09 Coffee, Tea, Mate & Spices","South/Central America",2022,4,"FL","Export",0.0471360229276896,3.033658
"Miami International Airport","10 Cereals","Europe",2022,4,"FL","Export",0.000115189594356261,0.01672
"Miami International Airport","10 Cereals","South/Central America",2022,4,"FL","Export",0.0504262566137566,3.73783
"Miami International Airport","11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Europe",2022,4,"FL","Export",0.00193331128747795,0.088375
"Miami International Airport","11 Milling Products; Malt; Starch; Inulin; Wht Gluten","South/Central America",2022,4,"FL","Export",0.0689589947089947,1.117847
"Miami International Airport","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Africa",2022,4,"FL","Export",0.00520447530864197,1.212046
"Miami International Airport","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Asia",2022,4,"FL","Export",0.000221450617283951,0.235054
"Miami International Airport","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Australia and Oceania",2022,4,"FL","Export",2.20458553791887e-07,0.00696
"Miami International Airport","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Europe",2022,4,"FL","Export",0.00322321428571429,1.429226
"Miami International Airport","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","North America",2022,4,"FL","Export",0.0015461860670194,3.175872
"Miami International Airport","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","South/Central America",2022,4,"FL","Export",0.166475749559083,53.893084
"Miami International Airport","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Africa",2022,4,"FL","Export",0.00027744708994709,0.035081
"Miami International Airport","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Asia",2022,4,"FL","Export",0.00506393298059965,1.532998
"Miami International Airport","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Australia and Oceania",2022,4,"FL","Export",2.89902998236332e-05,0.015386
"Miami International Airport","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Europe",2022,4,"FL","Export",0.00429056437389771,1.814877
"Miami International Airport","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","North America",2022,4,"FL","Export",4.15564373897707e-05,0.0118
"Miami International Airport","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","South/Central America",2022,4,"FL","Export",0.0372593694885362,9.789581
"Miami International Airport","14 Vegetable Plaiting Materials & Products Nesoi","Europe",2022,4,"FL","Export",0.000178902116402116,0.037863
"Miami International Airport","14 Vegetable Plaiting Materials & Products Nesoi","South/Central America",2022,4,"FL","Export",0.00449404761904762,0.200322
"Miami International Airport","15 Animal, Vegetable Or Microbial Fats And Oils Etc","Asia",2022,4,"FL","Export",0.00530544532627866,0.293345
"Miami International Airport","15 Animal, Vegetable Or Microbial Fats And Oils Etc","Europe",2022,4,"FL","Export",0.00346902557319224,0.28915
"Miami International Airport","15 Animal, Vegetable Or Microbial Fats And Oils Etc","North America",2022,4,"FL","Export",0.000575617283950617,0.0036
"Miami International Airport","15 Animal, Vegetable Or Microbial Fats And Oils Etc","South/Central America",2022,4,"FL","Export",0.0803342151675485,7.603956
"Miami International Airport","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","Africa",2022,4,"FL","Export",4.25485008818342e-05,0.0042
"Miami International Airport","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","Asia",2022,4,"FL","Export",0.00670491622574956,0.522032
"Miami International Airport","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","Europe",2022,4,"FL","Export",0.00530798059964727,0.163649
"Miami International Airport","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","North America",2022,4,"FL","Export",0.000330136684303351,0.012233
"Miami International Airport","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","South/Central America",2022,4,"FL","Export",0.0227269620811287,0.947354
"Miami International Airport","17 Sugars And Sugar Confectionary","Asia",2022,4,"FL","Export",0.00140509259259259,0.047558
"Miami International Airport","17 Sugars And Sugar Confectionary","Australia and Oceania",2022,4,"FL","Export",0.000949514991181658,0.046168
"Miami International Airport","17 Sugars And Sugar Confectionary","Europe",2022,4,"FL","Export",0.00645513668430335,0.228684
"Miami International Airport","17 Sugars And Sugar Confectionary","South/Central America",2022,4,"FL","Export",0.0538206569664903,1.53048
"Miami International Airport","18 Cocoa And Cocoa Preparations","Asia",2022,4,"FL","Export",0.00326884920634921,0.364481
"Miami International Airport","18 Cocoa And Cocoa Preparations","Australia and Oceania",2022,4,"FL","Export",0.000823192239858907,0.091262
"Miami International Airport","18 Cocoa And Cocoa Preparations","Europe",2022,4,"FL","Export",0.00242846119929453,0.06493
"Miami International Airport","18 Cocoa And Cocoa Preparations","South/Central America",2022,4,"FL","Export",0.0305345017636684,2.058688
"Miami International Airport","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Africa",2022,4,"FL","Export",3.95723104056437e-05,0.005376
"Miami International Airport","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Asia",2022,4,"FL","Export",0.00971031746031746,0.205936
"Miami International Airport","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Australia and Oceania",2022,4,"FL","Export",2.94312169312169e-05,0.003743
"Miami International Airport","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Europe",2022,4,"FL","Export",0.00755820105820106,0.167473
"Miami International Airport","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","North America",2022,4,"FL","Export",5.8641975308642e-05,0.002728
"Miami International Airport","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","South/Central America",2022,4,"FL","Export",0.0422045855379189,1.505743
"Miami International Airport","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Asia",2022,4,"FL","Export",0.00234115961199295,0.064526
"Miami International Airport","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Europe",2022,4,"FL","Export",0.000723985890652557,0.025581
"Miami International Airport","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","North America",2022,4,"FL","Export",5.63271604938272e-05,0.005865
"Miami International Airport","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","South/Central America",2022,4,"FL","Export",0.0653818342151676,1.246414
"Miami International Airport","21 Miscellaneous Edible Preparations","Africa",2022,4,"FL","Export",0.00069863315696649,0.169936
"Miami International Airport","21 Miscellaneous Edible Preparations","Asia",2022,4,"FL","Export",0.0590224867724868,15.527684
"Miami International Airport","21 Miscellaneous Edible Preparations","Australia and Oceania",2022,4,"FL","Export",6.17283950617284e-05,0.026671
"Miami International Airport","21 Miscellaneous Edible Preparations","Europe",2022,4,"FL","Export",0.0239897486772487,4.270157
"Miami International Airport","21 Miscellaneous Edible Preparations","North America",2022,4,"FL","Export",0.000665784832451499,0.043445
"Miami International Airport","21 Miscellaneous Edible Preparations","South/Central America",2022,4,"FL","Export",0.446582561728395,51.539656
"Miami International Airport","22 Beverages, Spirits And Vinegar","Africa",2022,4,"FL","Export",0.00129100529100529,0.083177
"Miami International Airport","22 Beverages, Spirits And Vinegar","Asia",2022,4,"FL","Export",0.0345372574955908,1.808682
"Miami International Airport","22 Beverages, Spirits And Vinegar","Europe",2022,4,"FL","Export",0.0492943121693122,1.796823
"Miami International Airport","22 Beverages, Spirits And Vinegar","North America",2022,4,"FL","Export",0.00877513227513227,0.040364
"Miami International Airport","22 Beverages, Spirits And Vinegar","South/Central America",2022,4,"FL","Export",0.109295634920635,2.362577
"Miami International Airport","23 Food Industry Residues & Waste; Prep Animal Feed","Asia",2022,4,"FL","Export",0.00488966049382716,2.200653
"Miami International Airport","23 Food Industry Residues & Waste; Prep Animal Feed","Europe",2022,4,"FL","Export",0.00632561728395062,1.673296
"Miami International Airport","23 Food Industry Residues & Waste; Prep Animal Feed","North America",2022,4,"FL","Export",0.00105908289241623,0.03457
"Miami International Airport","23 Food Industry Residues & Waste; Prep Animal Feed","South/Central America",2022,4,"FL","Export",0.132795304232804,17.124357
"Miami International Airport","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Africa",2022,4,"FL","Export",0.000261022927689594,0.142605
"Miami International Airport","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Asia",2022,4,"FL","Export",0.00485559964726631,0.955231
"Miami International Airport","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Australia and Oceania",2022,4,"FL","Export",0.000251543209876543,0.030971
"Miami International Airport","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Europe",2022,4,"FL","Export",0.00670238095238095,0.841149
"Miami International Airport","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","North America",2022,4,"FL","Export",0.0012662037037037,0.39499
"Miami International Airport","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","South/Central America",2022,4,"FL","Export",0.0263915343915344,2.914211
"Miami International Airport","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Asia",2022,4,"FL","Export",0.0351789021164021,0.182156
"Miami International Airport","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Europe",2022,4,"FL","Export",0.033191688712522,0.392007
"Miami International Airport","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","North America",2022,4,"FL","Export",0.000913910934744268,0.006212
"Miami International Airport","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","South/Central America",2022,4,"FL","Export",0.292275903880071,3.110959
"Miami International Airport","26 Ores, Slag And Ash","North America",2022,4,"FL","Export",0.0046549823633157,0.02576
"Miami International Airport","26 Ores, Slag And Ash","South/Central America",2022,4,"FL","Export",0.01194389329806,0.590555
"Miami International Airport","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Africa",2022,4,"FL","Export",0.00918220899470899,0.092589
"Miami International Airport","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Asia",2022,4,"FL","Export",0.0237492283950617,1.187053
"Miami International Airport","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Europe",2022,4,"FL","Export",0.0673692680776014,0.807531
"Miami International Airport","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","North America",2022,4,"FL","Export",0.00771979717813051,0.109554
"Miami International Airport","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","South/Central America",2022,4,"FL","Export",0.5815,10.863223
"Miami International Airport","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Asia",2022,4,"FL","Export",0.0170597442680776,2.88326
"Miami International Airport","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Australia and Oceania",2022,4,"FL","Export",0.00039021164021164,0.259309
"Miami International Airport","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Europe",2022,4,"FL","Export",0.0256552028218695,4.500339
"Miami International Airport","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","North America",2022,4,"FL","Export",0.00118628747795414,1.734125
"Miami International Airport","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","South/Central America",2022,4,"FL","Export",0.355490850970018,72.167367
"Miami International Airport","29 Organic Chemicals","Africa",2022,4,"FL","Export",0.0014673721340388,0.386766
"Miami International Airport","29 Organic Chemicals","Asia",2022,4,"FL","Export",0.080180114638448,348.026347
"Miami International Airport","29 Organic Chemicals","Australia and Oceania",2022,4,"FL","Export",0.00152634479717813,1.618762
"Miami International Airport","29 Organic Chemicals","Europe",2022,4,"FL","Export",0.122046957671958,230.953681
"Miami International Airport","29 Organic Chemicals","North America",2022,4,"FL","Export",0.00190266754850088,6.62224
"Miami International Airport","29 Organic Chemicals","South/Central America",2022,4,"FL","Export",0.918160052910053,272.922512
"Miami International Airport","30 Pharmaceutical Products","Africa",2022,4,"FL","Export",0.00625892857142857,7.437493
"Miami International Airport","30 Pharmaceutical Products","Asia",2022,4,"FL","Export",0.16641192680776,1427.40251
"Miami International Airport","30 Pharmaceutical Products","Australia and Oceania",2022,4,"FL","Export",0.0225713183421517,95.42343
"Miami International Airport","30 Pharmaceutical Products","Europe",2022,4,"FL","Export",0.0829775132275132,2655.339305
"Miami International Airport","30 Pharmaceutical Products","North America",2022,4,"FL","Export",0.0298478835978836,83.975827
"Miami International Airport","30 Pharmaceutical Products","South/Central America",2022,4,"FL","Export",0.754390762786596,1726.227324
"Miami International Airport","31 Fertilizers","Asia",2022,4,"FL","Export",5.78703703703704e-05,0.07128
"Miami International Airport","31 Fertilizers","Europe",2022,4,"FL","Export",0.0015435405643739,0.138213
"Miami International Airport","31 Fertilizers","North America",2022,4,"FL","Export",0.000661375661375661,0.014213
"Miami International Airport","31 Fertilizers","South/Central America",2022,4,"FL","Export",0.0174424603174603,2.237115
"Miami International Airport","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Africa",2022,4,"FL","Export",0.00158190035273369,0.550375
"Miami International Airport","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Asia",2022,4,"FL","Export",0.00908796296296296,2.200984
"Miami International Airport","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Australia and Oceania",2022,4,"FL","Export",0.000154320987654321,0.061651
"Miami International Airport","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Europe",2022,4,"FL","Export",0.0173068783068783,4.518354
"Miami International Airport","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","North America",2022,4,"FL","Export",0.00101267636684303,0.974071
"Miami International Airport","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","South/Central America",2022,4,"FL","Export",0.444551366843034,101.922077
"Miami International Airport","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Africa",2022,4,"FL","Export",0.00391479276895944,1.547422
"Miami International Airport","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Asia",2022,4,"FL","Export",0.172151455026455,87.526244
"Miami International Airport","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Australia and Oceania",2022,4,"FL","Export",0.00211364638447972,0.579141
"Miami International Airport","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Europe",2022,4,"FL","Export",0.176870921516755,64.687249
"Miami International Airport","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","North America",2022,4,"FL","Export",0.0219805996472663,15.131897
"Miami International Airport","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","South/Central America",2022,4,"FL","Export",0.499854497354497,149.694499
